question,options,right_answer
在我国社会主义市场经济理论形成和发展过程中的几种认识包括()①计划经济为主、市场调节为辅；②在公有制基础上有计划的商品经济；③计划与市场内在统一④计划经济与市场调节相结合；⑤计划和市场都是经济手段,"['①②③④', '②③④⑤', '①②④⑤', '①②③④⑤']",['①②③④⑤']
"在社会主义改造基本完成以后,正确处理人民内部矛盾成为国家政治生活的主题.中国共产党提出的正确处理人民内部矛盾的方针政策中不包括的是","['统筹兼顾,适当安排', '有理、有利、有节', '百花齐放,百家争鸣', '长期共存,互相监督']",['有理、有利、有节']
"目前,我国直接选举人大代表,实行普遍的差额选举制度的是：","['县(市)级人民代表大会', '乡(镇)人民代表大会', '市(自治州)人民代表大会', '省级人民代表大会']",['县(市)级人民代表大会']
"我国社会主义建设战略步骤的第三步,是到21世纪中叶,人均国民生产总值达到","['发达国家水平', '不发达国家水平', '中等发达国家水平', '发展中国家水平']",['中等发达国家水平']
“一国两制”的构想最早开始于,"['香港问题', '西藏问题', '台湾问题', '澳门问题']",['台湾问题']
在国际事务中国家利益的核心是,"['国家主权', '国家主权和安全利益', '安全利益', '国家政治']",['国家主权和安全利益']
"中国将始终不渝地走和平发展的道路,这是中国政府和人民根据()作出的战略选择","['时代发展潮流', '和自身根本利益', '时代发展潮流和自身根本利益', '独立自主,平等互利']",['时代发展潮流和自身根本利益']
"毛泽东指出,中国新民主主义社会是().","['独立性质的社会', '发展性质的社会', '过渡性质的社会', '和谐性质的社会']",['过渡性质的社会']
当代经济生活国际化的主要承担者和体现者是,"['股份公司', '有限公司', '集团公司', '跨国公司']",['跨国公司']
"《中共中央关于制定国民经济和社会发展第十二个五年规划的建议》是在中共中央领导下制定的,《建议》形成过程中,中共中央征求了各民主党派的意见,各民主党派也积极建言献策.《建议》的形成表明,中国共产党()","['对民主党派实行组织领导', '对国家政治生活实行组织领导', '与民主党派共同决定国家大政方针', '与民主党派拥有共同的使命']",['与民主党派拥有共同的使命']
第一次明确提出要实现四个现代化的任务是在,"['七届二中全会', '十一届三中全会', '第一届全国人民代表大会', '十二大']",['第一届全国人民代表大会']
"对于理论和实际的关系,党在历史上曾经出现过的两种错误倾向是()①主观主义②、教条主义③、经验主义④、冒险主义⑤、盲动主义","['①②', '③④', '②③', '④⑤']",['②③']
邓小平指出我国对外政策的首要目标是,"['对外开放', '争取外援', '争取和平', '独立自主']",['争取和平']
毛泽东提出中国革命“以乡村为中心”思想的文章是,"['《中国的红色政权为什么能够存在》', '《井冈山的斗争》', '《反对本本主义》', '《星星之火,可以燎原》']","['《星星之火,可以燎原》']"
"毛泽东指出,从建设社会主义基本制度到建成一个伟大的社会主义国家,至少需要五十年到一百年的时间,这是由于()","['我国进入社会主义的特殊历史条件决定的', '我国的现实状况决定的', '我国现代化建设所处的国际环境和时代特点决定的', '以上都是']",['以上都是']
我国对外开放采取的办法是,"['全方位、多渠道', '有计划,由外到内,全面展开', '全方位,多层次、宽领域', '分步骤、有层次、有点到面、逐步推进、全面展开']",['分步骤、有层次、有点到面、逐步推进、全面展开']
"立党为公,执政为民的本质内在要求是：提出构建社会主义","['民主社会', '文明社会', '公平社会', '和谐社会']",['和谐社会']
“改革是社会主义的自我完善和发展”的论断主要指的是,"['改革的性质', '改革的艰巨性', '改革的长期性', '改革的社会作用']",['改革的性质']
党的十六届三中全会提出的科学发展观的基本要求是(&nbsp;),"['促进人的全面发展', '坚持以人为本', '统筹城乡、区域、经济社会、人与自然和谐发展', '大力发展循环经济']",['统筹城乡、区域、经济社会、人与自然和谐发展']
"要坚持党的领导,必须不断改善党的领导,当前改善党的领导,应着力解决以下几个方面的问题：()(1)正确处理党的领导和依法治国的关系(2)改革、完善党和国家的领导制度(3)促进国民经济又好又快发展(4)进一步解决提高党的领导水平和执政水平的问题(5)进一步解决提高拒腐防变和抵御风险能力的问题","['(1)(4)(5)', '(1)(2)(4)(3)', '(1)(2)(4)(5)', '(2)(3)(4)']",['(1)(2)(4)(5)']
"创新是一个民族进步的灵魂,是一个国家兴旺发达的不竭动力,也是一个政党永葆生机的源泉.创新包括理论创新、制度创新、技术创新、文化创新及其他各方面的创新.在各项创新中处于先导地位的是?","['科技创新', '制度创新', '立足本国本民族同时大胆吸收世界一切优秀文化成果,反对全盘西化', '理论创新']",['理论创新']
“一国两制”的根本目的是,"['实现中华民族的完全统一', '在全中国实现社会主义', '在全中国实现中国共产党的统一领导', '在全中国实现多党制民主体制']",['实现中华民族的完全统一']
中国特色社会主义事业可依靠的人数最多的基本阶级是,"['工人阶级', '农民阶级', '知识分子', '新社会阶层']",['农民阶级']
人民军队的生命线是,"['党指挥枪', '官兵一致', '政治工作', '军民一致']",['政治工作']
社会主义市场经济体制下的价格形成机制是,"['以企业自主定价为主', '以政府计划定价为主', '以计划定价为主,市场形成价格为辅', '以市场形成价格为主']",['以市场形成价格为主']
社会主义初级阶段个人收入分配制度是,"['以按劳分配为主体,多种分配方式并存', '以按劳分配为主体,多种分配方式为补充', '以按资分配为主体,多种分配方式并存', '以按需分配为主体,多种分配方式并存']","['以按劳分配为主体,多种分配方式并存']"
"全国人大常委会发表《告台湾同胞书》,宣布和平统一祖国的大政方针是在","['1978年', '1979年', '1981年', '1986年']",['1979年']
毛泽东创造性地提出社会主义社会基本矛盾和两类矛盾学说的重要著作是,"['《论十大关系》', '《中国革命和中国共产党》', '《关于正确处理人民内部矛盾的问题》', '《矛盾论》']",['《关于正确处理人民内部矛盾的问题》']
"毛泽东在1956年到1957年间,提出：①我国的社会主义社会已经进入、尚未完成；②共产主义在我国的实现,已经不是什么遥远将来的事情了；③社会主义社会是从资本主义社会到共产主义社会的革命转变时期；④我国的社会主义制度只是“刚刚建立”,还没有“完全建成”","['①②③④', '①②③', '①④', '②③']",['①④']
"建设生态文明,是关系人民福祉,关乎民族未来的长远大计.面对资源约束趋紧、环境污染严重、生态系统退化的严峻形势,必须树立的生态文明理念是()","['尊重自然', '顺应自然', '保护自然', '以上都是']",['以上都是']
“一国两制”的国际意义是①“一国两制”基本方针对任何国家解决领土、主权、民族、宗教纷争等问题都有借鉴价值②.“一国两制”为解决国际争端和世界遗留问题提供了新的思路与示范③“一国两制”是解决国际争端的根本途径④“一国两制”为世界的和平与发展提供了一种成果范式.,"['①,④', '②,④', '①,③', '①,②,④']","['②,④']"
"与时俱进就是党的全部理论和全部工作要体现时代性,把握规律性,","['保持先进性', '具有科学性', '体现民族性', '富于创造性']",['富于创造性']
提出“一国两制”构想最初是为了解决,"['香港问题', '澳门问题', '朝韩问题', '台湾问题']",['台湾问题']
"正确认识和处理社会主义与市场经济的相互关系,关键是要明确()","['市场经济、计划经济总是与一定的社会基本制度相联系', '计划经济、市场经济只是经济手段,不具有社会基本制度的属性', '只搞计划经济会束缚生产力的发展', '市场经济可以与社会主义结合,社会主义也有市场']","['计划经济、市场经济只是经济手段,不具有社会基本制度的属性']"
