question,options,right_answer
巩固和扩大统一战线的关键是().,"['坚决消灭敌人坚决消灭敌人', '夺取国家政权', '坚持工人阶级及其政党的领导权', '坚持武装']",['坚持工人阶级及其政党的领导权']
"1995年,江泽民关于发展海峡两岸关系的重要讲话是()","['《告台湾同胞书》', '《为促进祖国统一大业的完成而继续奋斗》', '《一个国家,两种制度》', '《实现两岸和平统一的九项方针》']",['《为促进祖国统一大业的完成而继续奋斗》']
"1930年1月,毛泽东进一步从理论上阐述农村包围城市、武装夺取政权理论的文章是()","['《中国的红色政权为什么能够存在?》', '《星星之火,可以燎原》', '《井冈山的斗争》', '《中国革命战争的战略问题》']","['《星星之火,可以燎原》']"
清代由盛转衰的时期是(),"['乾隆朝后期', '道光朝后期', '同治帝时期', '光绪帝时期']",['乾隆朝后期']
中国形成了全方位、多层次、宽领域的对外开放格局的标志是(),"['邓小平南巡谈话发表', '2001年加入世界贸易组织', '中共十六大召开', '中共十五大召开']",['2001年加入世界贸易组织']
最早对兴办洋务的指导思想作出完整表述的人是(),"['冯桂芬', '马建忠', '王韬', '郑观应']",['冯桂芬']
毛泽东明确提出“马克思主义中国化”的命题是在()上.,"['党的六届六中全会', '党的七大', '党的八大', '瓦窑堡会议']",['党的六届六中全会']
标志着中国民族资产阶级开始登上政治舞台的运动是(),"['洋务运动', '戊戌维新运动', '国会请愿运动', '保路运动']",['戊戌维新运动']
"邓小平在同江泽民等谈话时提出的中国社会主义农业改革和发展的“两个飞跃”是()①废除人民公社,实行家庭承包责任制②发展乡镇企业③实施科教兴农战略④发展集体经济","['①③④', '①②③④', '②③④', '①②③']",['①③④']
"1926年5月,率领国民革命军第四军独立团先遣进军湖南、揭开北伐战争序幕的是()","['聂荣臻', '叶挺', '徐向前', '陈赓']",['叶挺']
"戊戌维新时期,维新派在上海创办的影响较大的报刊是()","['《时务报》', '《国闻报》', '《湘报》', '《万国公报》']",['《时务报》']
毛泽东提出“马克思主义的中国化”这个命题是在(),"['中共五大', '六届六中全会', '中共七大', '七届二中全会']",['六届六中全会']
下列侵略者在中国活动时间最长、影响最大的是(),"['璞鼎查', '额尔金', '蒲安臣', '赫德']",['赫德']
《天朝田亩制度》的中心内容是(),"['推翻清政府的统治', '反对帝国主义的侵略', '解决土地问题', '促进农副业生产发展']",['解决土地问题']
"2007年6月,胡锦涛在中央党校发表的重要讲话中指出,科学发展观的()①第一要义是发展②核心是以人为本③基本要求全面协调可持续④根本方法是统筹兼顾","['①②③', '①②④', '①②③④', '②③④']",['①②③④']
"国民党统治时期,被四大家族官僚资本垄断的大银行有()①中央银行②中国银行③汇丰银行④交通银行","['①④', '②④', '①③', '①②④']",['①②④']
关于中华革命党说法不正确的是(),"['1914年7月由孙中山在东京创立', '坚持袁世凯专制统治', '要求党员个人绝对服从领袖', '社会影响大大超过了同盟会']",['坚持袁世凯专制统治']
最先由民主主义者转变为共产主义者的是(),"['陈独秀', '李大钊', '毛泽东', '董必武']",['李大钊']
标志第一次国共合作正式形成的会议是(),"['共产党一大', '国民党一大', '共产党三大', '国民党二大']",['国民党一大']
"1860年,英法联军攻占北京,抢劫焚毁了有“万园之园”美誉的皇家园林是()","['颐和园', '北海', '中南海', '圆明园']",['圆明园']
太平天国运动和辛亥革命时期关于土地问题的共同之处从实质意义上看主要是(),"['都在革命纲领中提出了土地问题', '都没有真正实行,主要受时代局限', '都采取绝对平均的办法来解决', '都具有反封建的性质']",['都具有反封建的性质']
西方列强侵略中国的原因是(),"['为了使中国成为独立的资本主义国家', '为了传播文明使中国强大', '要把中国变成其殖民地', '为了在中国推行民主']",['要把中国变成其殖民地']
下列条约中涉及香港问题的有().,"['南京条约', '辛丑条约', '黄埔条约', '暧珲条约']",['南京条约']
"下列对戊戌变法的评价中,不正确的是()","['是中国近代史上首次思想解放运动', '是一次资产阶级的改良运动', '是一次救亡图存的爱国运动', '具有广泛群众基础的变法运动']",['具有广泛群众基础的变法运动']
"中国人民抗日战争进入相持阶段后,国民党蒋介石掀起了三次反共高潮.其中,最为险恶、影响最大、反共面目也暴露最彻底的一次事件发生在()","['1939年底', '1940年秋', '1941年初', '1943年夏']",['1941年初']
"担任中国海关总税务司,掌握中国海关大权达40余年之久的外国人是()","['赫德', '义律', '李提摩太', '华尔']",['赫德']
"光绪皇帝在维新派的推动和策划下,颁布《明定国是》诏书,宣布开始变法是在()","['1895年', '1896年', '1898年', '1900年']",['1898年']
左宗棠开办的近代军事工业是(),"['湖北织布局', '继昌隆缫丝厂', '福州船政局', '发昌机器厂']",['福州船政局']
"近代中国,列强对华政治控制的手段包括()①划分势力范围,侵占领土②控制中国的内政外交③镇压中国人民的反抗④扶植、收买代理人","['①②③', '④', '③④', '②③④']",['②③④']
中国第一个马克思主义者是(),"['陈独秀', '毛泽东', '蔡和森', '李大钊']",['李大钊']
1947年10月发布的《中国人民解放军总部宣言》正式提出的行动口号是(),"['向北发展、向南防御', '和平、民主、团结', '打过长江去、解放全中国', '打倒蒋介石、解放全中国']",['打倒蒋介石、解放全中国']
第一次国共合作的政治基础是(),"['三民主义', '新三民主义', '新民主主义', '社会主义']",['新三民主义']
"抗日战争时期,根据地政权民主建设主要体现为()","['建立中华苏维埃共和国', '实行“三三制原则”', '开展整风运动', '推行精兵简政政策']",['实行“三三制原则”']
"全国胜利并解决了土地问题以后,新民主主义社会的基本矛盾是().①新中国同帝国主义的矛盾②工人阶级和资产阶级的矛盾③封建主义和人民大众的矛盾④中国人民同国民党残余势力的矛盾","['①②', '②③', '①④', '②④']",['①②']
最早喊出“振兴中华”这个时代最强音的是(),"['林则徐', '魏源', '康有为', '孙中山']",['孙中山']
领导南昌起义的前敌委员会书记是(),"['周恩来', '瞿秋白', '贺龙', '朱德']",['周恩来']
"1949年4月21,毛泽东、朱德发布《向全国进军的命令》,中国人民解放军发起().","['渡江战役', '济南战役', '平津战役', '淮海战役']",['渡江战役']
"全面抗战爆发后,中国军队取得的首次大捷是()","['淞沪会战', '太原会战', '平型关战役', '徐州会战']",['平型关战役']
"1949年,中国人均国民收入只有(),相当于亚洲国家平均值的2/3.","['37美元', '27美元', '47美元', '17美元']",['27美元']
"1945年4月,出席联合国制宪会议中国代表团中的解放区代表是()","['周恩来', '刘少奇', '董必武', '王若飞']",['董必武']
近代史上外国在中国()建立了第一块租界地,"['上海', '广州', '福州', '宁波']",['上海']
"中国近代史上,中国人民第一次大规模的反侵略武装斗争是()","['虎门销烟', '三元里人民抗英斗争', '太平天国起义', '义和团运动']",['三元里人民抗英斗争']
"下列关于延安整风的表述,正确的是()①在思想上清算了“左”的和右的错误②是马克思主义思想教育运动③确立毛泽东思想为全党的指导思想④为新民主主义革命在全国的胜利奠定了思想基础⑤提高了广大党员的思想理论水平,增强了党的凝聚力和战斗力","['①②⑤', '①②④⑤', '②③④', '①②③④⑤']",['①②④⑤']
戊戌维新启动了洋务运动没有启动的()①政治体制改革②价值观念更新③经济体制的市场化改革④军事经济技术革新,"['①②③④', '②③④', '①②③', '③④']",['①②③']
"全国性抗战开始后,中国军队取得第一次重大胜利的战役是()","['台儿庄战役', '昆仑关战役', '百团大战', '平型关战役']",['平型关战役']
"抗日战争初期,中共中央确定人民军队的作战策略是()","['由游击战向运动战转变', '运动战为主,游击战为辅', '运动游击战', '基本的是游击战,但不放松有利条件下的运动战']","['基本的是游击战,但不放松有利条件下的运动战']"
近代中国第一个资产阶级革命政党是(),"['中国同盟会', '中华革命党', '兴中会', '光复会']",['中国同盟会']
"将清政府称为“洋人的朝廷”,号召人民奋起革命的是()","['章炳麟的《驳康有为论革命书》', '邹容的《革命军》', '陈天华的《警世钟》、《猛回头》', '孙中山的《中国问题的真解决》']",['陈天华的《警世钟》、《猛回头》']
"1947年6月,刘、邓大军主力实施的中央突破、千里跃进大别山揭开了人民解放战争().","['战略防御的序幕', '战略相持的序幕', '战略进攻的序幕', '战略决战的序幕']",['战略进攻的序幕']
